id,name,definition,created_at,updated_at,control,user_id
1264,Control,No treatment,2011-06-22 18:06:36,2011-06-22 18:06:36,t,32
1265,I,Irrigation,2011-06-22 18:07:01,2011-06-22 18:07:01,f,32
1266,F,Fertilization,2011-06-22 18:07:15,2011-06-22 18:07:15,f,32
1267,IF,Irrigation and Fertilization,2011-06-22 18:07:30,2011-06-22 18:07:30,f,32
1270,Control,No treatment,2011-06-22 19:56:41,2011-06-22 19:56:41,t,32
1271,Irrigation,Irrigation,2011-06-22 19:56:57,2011-06-22 19:56:57,f,32
1272,Fertigation,Fertilization and Irrigation,2011-06-22 19:57:40,2011-06-22 19:57:40,f,32
1273,-20%,light saturated photosynthesis,2011-06-28 19:22:38,2013-06-06 15:42:30,f,28
1274,20%,light saturated photosynthesis,2011-06-28 19:23:15,2013-06-06 15:42:38,f,28
1275,85%,light saturated photosynthesis,2011-06-28 19:23:58,2013-06-06 15:42:47,f,28
1276,99%,light saturated photosynthesis,2011-06-28 19:24:49,2013-06-06 15:42:56,f,28
1277,Observational,No Treatment,2011-06-29 14:54:51,2011-06-29 14:54:51,t,32
1278,"Cluster 1, no treatment","S. purpurea, SV1, S625",2011-06-29 21:54:54,2011-06-29 21:56:06,t,32
1279,"Cluster 2, no treatment","S. purpurea, S. eriocephala",2011-06-29 21:55:47,2011-06-29 21:55:47,t,32
1280,"Cluster 3, no treatment","S. purpurea, S. eriocephala",2011-06-29 21:56:23,2011-06-29 21:56:23,t,32
1407,Control,"",2011-10-17 05:14:58,2011-10-17 05:14:58,t,18
1282,"Cluster 5, no treatment","SX61, SX64, SX67",2011-06-29 21:58:26,2011-06-29 21:58:26,t,32
1283,Observational,No Treatment,2011-06-30 14:55:47,2011-06-30 14:55:47,t,32
1284,Observational,No Treatment,2011-06-30 19:56:09,2011-06-30 19:56:09,t,32
1285,Heavy Black Earth,"Fertilized, weed and disease treatment",2011-07-01 15:03:10,2011-07-01 15:50:52,t,32
1286,Medium-heavy soil,"Fertilized, weed and disease treatment",2011-07-01 15:51:25,2011-07-01 15:51:25,t,32
1287,Observational-Year 1,No Treatment,2011-07-01 16:59:29,2011-08-23 17:26:26,t,32
1288,Observational-Year 2,No treatment,2011-07-01 16:59:57,2011-08-23 17:26:35,t,32
1289,Observational-Year3,No Treatment,2011-07-01 17:37:52,2011-08-23 17:26:46,t,32
1290,Year 1,Fertilized and harvested,2011-07-01 20:09:17,2011-07-01 20:09:17,,32
1291,Year 2,Fertilized and harvested,2011-07-01 20:10:18,2011-07-01 20:10:18,,32
1292,Year 3,Fertilized and harvested,2011-07-01 20:10:35,2011-07-01 20:10:35,,32
1293,Observational,No Treatment,2011-07-05 14:53:50,2011-07-05 14:53:50,t,33
1295,Paraquat Only,Paraquat Herbicide applied,2011-07-05 18:37:58,2011-07-05 18:37:58,f,32
1296,Glyphosphate only,Glyphosphate herbicide applied,2011-07-05 18:38:40,2011-07-05 18:38:40,f,32
1297,Paraquat + ploughing,Paraquat herbicide and plowing techniques applied,2011-07-05 18:40:09,2011-07-05 18:40:09,f,32
1298,Ploughing only,Plowing techniques applied,2011-07-05 18:40:32,2011-07-05 18:40:32,f,32
1299,Spacing 1,1*.25,2011-07-05 21:23:52,2011-07-05 21:23:52,f,32
1300,Spacing 2,1.5*.25,2011-07-05 21:24:13,2011-07-05 21:24:13,f,32
1301,Spacing 3,2*.25,2011-07-05 21:24:34,2011-07-05 21:24:34,f,32
1302,Spacing 4,3*.25,2011-07-05 21:24:50,2011-07-05 21:24:50,f,32
1303,Spacing 5,1*.5,2011-07-05 21:26:38,2011-07-05 21:26:38,f,32
1304,Spacing 6,1.5*.5,2011-07-05 21:26:56,2011-07-05 21:26:56,,32
1305,Spacing 7,2*.5,2011-07-05 21:27:12,2011-07-05 21:27:12,f,32
1306,Spacing 6,3*.5,2011-07-05 21:27:29,2011-07-05 21:27:29,f,32
1307,Observational,No experimental treatment,2011-07-06 14:32:02,2011-07-06 20:16:33,t,33
1308,Observational,No experimental treatment,2011-07-06 15:09:06,2011-07-06 15:09:06,t,33
1309,Observational,No experimental treatment,2011-07-06 18:30:06,2011-07-06 18:30:06,t,33
1268,High Light,20° C,2011-06-22 19:23:12,2014-06-16 22:12:30.365805,t,28
1269,Low Light,25° C,2011-06-22 19:23:57,2014-06-16 22:12:30.382463,t,28
1310,ambient CO2 low temp,370 µmol mol-1 of CO2 and 18/12° C light/dark temp,2011-07-06 20:02:23,2014-06-16 22:12:30.399052,t,33
1311,elevated CO2 low temp,580 µmol mol-1 CO2 and 18/12° C light/dark temp,2011-07-06 20:02:54,2014-06-16 22:12:30.415698,f,33
1312,ambient CO2 medium temp,370 µmol mol-1 of CO2 and 24/18° C light/dark temp,2011-07-06 20:05:54,2014-06-16 22:12:30.432324,f,33
1313,elevated CO2 medium temp,580 µmol mol-1 CO2 and 24/18° C light/dark temp,2011-07-06 20:06:52,2014-06-16 22:12:30.448957,f,33
1314,ambient CO2 high temp,370 µmol mol-1 of CO2 and 30/24° C light/dark temp,2011-07-06 20:07:43,2014-06-16 22:12:30.465596,f,33
1258,Control + Sealed,O consumption rates of excised root tip sections after two diffrent periods of treatment,2011-06-20 17:08:36,2011-06-21 14:55:56,f,28
1316,Observational,No experimental treatment,2011-07-07 16:09:21,2011-07-07 16:09:21,t,33
1317,Observational,No Treatment,2011-07-07 16:16:04,2011-07-07 16:16:04,t,32
1318,Observational 8 year,No Treatment,2011-07-07 18:00:09,2011-09-13 17:02:29,t,32
1319,Observational,No experimental treatment,2011-07-07 20:19:48,2011-07-07 20:19:48,t,33
1320,Defoliated,Removed half of seedlings second year growth leaves at week 15 and 19 to limit photosynthetic area,2011-07-07 20:20:12,2011-07-07 20:21:59,f,33
1321,Shaded,seedlings shaded with paper to limit light from weeks 15-29,2011-07-07 20:20:53,2011-07-07 20:20:53,f,33
1322,Defoliated and Shaded,Both shaded from weeks 15-29 and defoliated in same manner in week 15 and 19.,2011-07-07 20:22:38,2011-07-07 20:22:38,f,33
1323,Ambient,"Ambient CO2 of 375 ppm; also covered by 30% shade cloth, simulating diffuse canopy.",2011-07-08 18:23:26,2011-07-08 18:24:35,t,33
1324,Elevated,"Elevated CO2 level of 700 ppm; also covered by 30% shade cloth, simulating diffuse canopy.",2011-07-08 18:25:07,2011-07-08 18:25:07,f,33
1325,Observational,No experimental treatment,2011-07-08 19:33:10,2011-07-08 19:33:10,t,33
1326,Ambient,CO2 at 370 ppm,2011-07-08 20:12:59,2011-07-08 20:12:59,t,33
1327,Elevated,CO2 elevated to 550 ppm,2011-07-08 20:13:25,2011-07-08 20:13:25,f,33
1328,Observational,No Treatment,2011-07-08 20:44:39,2011-07-08 20:44:39,t,32
1338,Observational,No experimental treatment,2011-07-11 19:51:56,2011-07-11 19:51:56,t,33
1339,Observational,No Treatment,2011-07-22 21:27:47,2011-07-22 21:27:47,t,32
1340,F,Fertilized,2011-07-25 20:33:40,2011-07-25 20:33:40,f,32
1341,C,No experimental treatment,2011-07-25 20:33:58,2011-07-25 20:33:58,t,32
1342,C Sun,"No treatment, bold sun leaf",2011-07-25 20:48:02,2011-07-25 20:48:39,t,32
1343,C Shade,"No treatment, shade leaf",2011-07-25 20:48:30,2011-07-25 20:54:17,t,32
1344,F Sun,"Fertilized, bold sun leaf",2011-07-25 20:49:03,2011-07-25 20:49:03,f,32
1345,F Shade,"Fertilized, shade leaf",2011-07-25 20:49:35,2011-07-25 20:49:35,,32
1346,Observational,No treatment,2011-07-28 18:43:38,2011-07-28 18:43:38,t,32
1347,Ambient C,Ambient Control,2011-08-02 18:55:25,2011-08-02 18:55:25,f,28
1348,ambients C,ambient control,2011-08-02 18:57:16,2012-04-24 19:53:18,t,28
1349,ambient C + N,"",2011-08-02 18:57:41,2011-08-02 18:57:41,f,28
1350,elevated C,"",2011-08-02 18:58:03,2011-08-02 18:58:03,f,28
1351,elevated C+ N,"",2011-08-02 18:58:18,2011-08-02 18:58:18,f,28
1353,"","",2011-08-08 15:36:40,2011-08-08 15:38:53,,28
1354,NH4+,N form,2011-08-08 15:40:46,2011-08-08 15:40:46,t,28
1355,NH4NO3,N form,2011-08-08 15:41:19,2011-08-08 15:41:19,t,28
1356,NO3-,N form,2011-08-08 15:42:12,2011-08-08 15:42:12,t,28
1357,chrirrfer1,"Irrigation, fertilization 1 year old",2011-08-15 20:24:47,2011-08-15 20:25:33,f,20
1358,chrirrfer2,"Irrigation, fertilization 2 year old",2011-08-15 20:25:20,2011-08-15 20:25:20,f,20
1359,chrirrfer3,"Irrigation, fertilization 3 year old",2011-08-15 20:26:12,2011-08-15 20:26:12,f,20
1761,UCI-1850,"",2012-07-16 19:24:05,2012-07-16 19:24:05,t,15
1360,chrfer,"No irrigation, only fertilization",2011-08-15 20:26:41,2011-08-15 20:26:41,t,20
1361,Boefert0,Control,2011-08-24 21:27:47,2011-08-24 21:27:47,t,20
1362,Boefert1,1 Fertilizer Application,2011-08-24 21:28:25,2011-08-24 21:28:25,f,20
1363,Boefert2,2 Fertilizer Applications,2011-08-24 21:28:50,2011-08-24 21:28:50,f,20
1364,Observational,"",2011-08-29 19:33:43,2011-09-01 20:42:08,t,46
1365,LabrecqueT0sandyC2,Control on sandy site second cycle,2011-08-30 16:49:29,2011-08-30 16:49:29,t,20
1366,LabrecqueT1sandyC2,Fertilized on sandy site second cycle,2011-08-30 16:50:16,2011-08-30 16:50:16,f,20
1367,LabrecqueT0clayeyC2,Control on clay site second cycle,2011-08-30 16:51:02,2011-08-30 16:52:00,t,20
1368,LabrecqueT1clayeyC2,Fertilized on clayey site second cycle,2011-08-30 16:52:35,2011-08-30 16:52:35,f,20
1369,Planting cuttings-- Proleptic,Cuttings whose buds grew proleptic shoots,2011-08-31 21:35:09,2011-08-31 21:35:09,t,20
1370,Plant Cuttings-- Sylleptic,Cuttings whose buds grew sylleptic shoots,2011-08-31 21:36:07,2011-08-31 21:36:07,t,20
1372,Observational 14 year,No Treatment,2011-09-13 17:02:46,2011-09-13 17:04:16,t,20
1373,Observational 18 year,No Treatment,2011-09-13 17:04:03,2011-09-13 17:04:03,t,20
1374,control,"",2011-09-15 19:27:54,2011-09-15 19:27:54,t,6
1375,elevated CO2,"",2011-09-15 19:28:15,2011-09-15 19:28:15,f,6
1376,0m plot,starting line and 0m on line-transect on the slope to the lake edge,2011-09-19 05:24:25,2011-09-19 05:24:39,t,15
1377,25m plot,25m on line-transect on the slope to the lake edge,2011-09-19 05:25:29,2011-09-19 05:25:29,f,15
1378,50m plot,50m on line-transect on the slope to the lake edge,2011-09-19 05:25:54,2011-09-19 05:25:54,f,15
1379,75m plot,75m on line-transect on the slope to the lake edge,2011-09-19 05:26:17,2011-09-19 05:26:17,f,15
1380,Observational,"",2011-09-20 02:55:35,2011-11-06 22:55:40,t,18
1381,Observational,Observational,2011-09-21 20:58:50,2011-09-21 20:58:50,t,20
1382,Mycorrhizal at 20 degrees C,"Roots 1 mm or less in diameter, with or without laterals; short roots mycorrhizal; mycorrhizae robust, vigorous, with distinct mantles, often with large amounts of adhering mycelium, colors varying from light orangebrown to dark red-brown",2011-09-28 21:11:57,2011-09-28 21:19:55,t,20
1330,Ambient CO2 low light,387 µL/L CO2 and 44% of available light,2011-07-11 14:49:43,2014-06-16 22:12:30.498986,t,33
1331,Ambient CO2 high light,387 µL/L CO2 and full light,2011-07-11 14:51:14,2014-06-16 22:12:30.515609,f,33
1332,Elevated CO2 low light,696 µL/L CO2 and 44% of available light,2011-07-11 14:52:01,2014-06-16 22:12:30.532253,f,33
1333,Elevated CO2 high light,696 µL/L CO2 and full light,2011-07-11 14:52:30,2014-06-16 22:12:30.548888,f,33
1336,Low light high nutrients,200/20 µmol m–2 s–1 sunny/cloudy days and 175 kg ha–1 year–1 nutrients,2011-07-11 15:49:38,2014-06-16 22:12:30.598806,t,33
1352,Observational - Drake (2008),"",2011-08-05 14:55:55,2011-08-05 14:55:55,t,28
1335,High light high nutrients,1000/150 µmol m-2 s-1 sunny/cloudy days and 175 kg ha–1 year–1 fertilizer,2011-07-11 15:48:44,2014-06-16 22:12:30.582158,t,33
1337,High light low nutrients,1000/150 µmol m-2 s-1 sunny/cloudy days and 25 kg ha–1 year–1 fertilizer,2011-07-11 15:50:37,2014-06-16 22:12:30.615426,t,33
1384,Nonmycorrhizal at 20 degrees C,"Roots 1 mm or less in diameter, with or without laterals; short roots mycorrhizal or sometimes appearing nonmycorrhizal; mycorrhizae when present not appearing as in A (above), but distinctly less vigorous with colors ranging from brown to dark brown",2011-09-28 21:17:13,2011-09-28 21:28:53,f,20
1386,Nonmycorrhizal at 15 degrees C,"Roots 1 mm or less in diameter, with or without laterals; short roots mycorrhizal or sometimes appearing nonmycorrhizal; mycorrhizae when present not appearing as in A (above), but distinctly less vigorous with colors ranging from brown to dark brown",2011-09-28 21:29:22,2011-09-28 21:29:41,f,20
1621,"Ll, Nl","Light low, Nutrients low",2012-06-08 19:27:38,2012-06-08 19:27:38,f,61
1387,Nonmycorrhizal at 10 degrees C,"Roots 1 mm or less in diameter, with or without laterals; short roots mycorrhizal or sometimes appearing nonmycorrhizal; mycorrhizae when present not appearing as in A (above), but distinctly less vigorous with colors ranging from brown to dark brown",2011-09-28 21:30:05,2011-09-28 21:30:27,f,20
1388,Nonmycorrhizal at 5 degrees C,"Roots 1 mm or less in diameter, with or without laterals; short roots mycorrhizal or sometimes appearing nonmycorrhizal; mycorrhizae when present not appearing as in A (above), but distinctly less vigorous with colors ranging from brown to dark brown",2011-09-28 21:30:53,2011-09-28 21:30:53,f,20
1391,Micorrhizal at 15 degrees C,"Roots 1 mm or less in diameter, with or without laterals; short roots mycorrhizal; mycorrhizae robust, vigorous, with distinct mantles, often with large amounts of adhering mycelium, colors varying from light orangebrown to dark red-brown",2011-10-04 17:40:43,2011-10-04 17:40:43,f,20
1461,Observational,"",2011-12-08 20:15:00,2011-12-08 20:15:00,t,57
1462,observational,no experimental data,2011-12-14 21:22:16,2011-12-14 21:22:16,t,45
1463,CO2 level,ambient,2011-12-14 21:22:36,2011-12-14 21:22:36,t,45
1392,Nonmycorrhizal at 5 degrees C,"Roots 1 mm or less in diameter, with or without laterals; short roots mycorrhizal or sometimes appearing nonmycorrhizal; mycorrhizae when present not appearing as in A (above), but distinctly lessvigorous with colors ranging from brown to dark brown",2011-10-04 17:41:21,2011-10-04 17:41:21,f,20
1393,Nonmycorrhizal at 10 degrees C,"Roots 1 mm or less in diameter, with or without laterals; short roots mycorrhizal or sometimes appearing nonmycorrhizal; mycorrhizae when present not appearing as in A (above), but distinctly lessvigorous with colors ranging from brown to dark brown",2011-10-04 17:41:47,2011-10-04 17:41:47,f,20
1394,Nonmycorrhizal at 15 degrees C,"Roots 1 mm or less in diameter, with or without laterals; short roots mycorrhizal or sometimes appearing nonmycorrhizal; mycorrhizae when present not appearing as in A (above), but distinctly lessvigorous with colors ranging from brown to dark brown",2011-10-04 17:42:12,2011-10-04 17:42:12,f,20
1395,Nonmycorrhizal at 20 degrees C,"Roots 1 mm or less in diameter, with or without laterals; short roots mycorrhizal or sometimes appearing nonmycorrhizal; mycorrhizae when present not appearing as in A (above), but distinctly lessvigorous with colors ranging from brown to dark brown",2011-10-04 17:42:29,2011-10-04 17:42:29,f,20
1396,"N fertilized, elevated CO2","",2011-10-04 22:26:06,2011-10-04 22:29:33,f,50
1397,"N fertilized, ambient CO2","",2011-10-04 22:26:56,2011-10-04 22:26:56,f,50
1398,McDowell-Ambient CO2,[CO2]=398 umol mol-1,2011-10-07 19:41:52,2011-10-07 19:41:52,t,20
1399,McDowell- [CO2]= 96,[CO2]=96 umol mol-1,2011-10-07 19:44:22,2011-10-07 19:44:22,f,20
1400,McDowell- [CO2]= 151,[CO2]=151 umol mol-1,2011-10-07 19:44:56,2011-10-07 19:44:56,f,20
1401,McDowell- [CO2]= 1585,[CO2]=1585 umol mol-1,2011-10-07 19:45:53,2011-10-07 19:45:53,f,20
1402,McDowell- [CO2]= 7008,[CO2]=7008 umol mol-1,2011-10-07 19:46:56,2011-10-07 19:46:56,f,20
1403,Observational,no experimental treatment,2011-10-11 18:49:55,2011-10-12 20:20:44,t,45
1404,Age of Plant,Plants of different age are harvested at different time of years (Unit = weeks),2011-10-11 22:13:20,2013-12-05 15:32:31,t,53
1406,Open Top Chamber,"Elevated average summer air temperatures by 0.6oC, elevated average summer soil temperatures by 1.9oC",2011-10-17 05:05:52,2011-10-17 05:05:52,f,18
1408,Bouma (1997) 34 Days High C02,34 Days High C02,2011-10-17 22:02:42,2011-10-17 22:10:22,f,20
1409,Bouma (1997) 28 Days High CO2,28 Days High CO2,2011-10-17 22:04:46,2011-10-17 22:11:39,f,20
1410,Bouma (1997) Control CO2 34 Days,Control CO2 34 Days,2011-10-17 22:07:19,2011-10-17 22:12:10,t,20
1411,Bouma (1997) Control CO2 28 Days,Control CO2 28 Days,2011-10-17 22:08:38,2011-10-17 22:08:38,t,20
1412,Temperature,15 C,2011-10-21 20:35:39,2011-10-21 20:35:39,t,45
1413,Temperature,20 C,2011-10-21 20:36:54,2011-10-21 20:36:54,f,45
1414,Temperature,25 C,2011-10-21 20:37:09,2011-10-21 20:37:09,f,45
1415,Observational,no experimental treatment,2011-10-22 02:57:39,2011-10-22 02:57:39,f,45
1417,Patchy Nitrogen Addition,2.8 mM N plant-1 2days-1,2011-10-22 19:44:45,2011-12-07 20:23:13,f,45
1418,Photosynthesis,"",2011-10-24 19:03:00,2011-10-24 19:03:00,,46
1419,Solar Radiation,"",2011-10-24 19:03:15,2011-10-24 19:03:15,,46
1420,temperature,C,2011-10-24 19:19:19,2011-10-24 19:19:19,f,45
1422,Date of Plant Crop Harvesting,Plants of different age are harvested at different time of years,2011-10-24 21:28:35,2011-10-24 21:28:35,t,53
1423,Age After Plant Crop Harvest,Numer of weeks after the first plant crop was harvested before the ratoon was harvested,2011-10-25 20:31:37,2011-10-25 20:35:41,t,53
1424,Subalpine Garden,"",2011-10-27 17:20:34,2011-10-27 17:20:34,f,15
1405,Bouma (1997) 28 Days Low CO2,28 Days Low CO2,2011-10-12 20:34:13,2011-10-17 22:09:56,f,20
1383,Micorrhizal at 15 degrees C,"Roots 1 mm or less in diameter, with or without laterals; short roots mycorrhizal; mycorrhizae robust, vigorous, with distinct mantles, often with large amounts of adhering mycelium, colors varying from light orangebrown to dark red-brown",2011-09-28 21:15:17,2011-09-28 21:27:20,f,20
1425,Subalpine Garden,"",2011-10-27 17:20:50,2011-10-27 17:20:50,f,15
1426,Alpine Garden,"",2011-10-27 17:21:17,2011-10-27 17:21:17,t,15
1427,Irrigated,To maintain field capacity,2011-10-28 16:25:11,2011-10-28 16:25:11,f,53
1428,Rainfed,"",2011-10-28 16:25:27,2011-10-28 16:25:27,t,53
1429,Irrigated,Irrigated for first 6 months,2011-11-01 20:21:09,2011-11-01 20:23:47,f,53
1430,Irrigated,Irrigated for whole cycle,2011-11-01 20:24:11,2011-11-01 20:24:11,f,53
1431,Irrigated,Not irrigated at all,2011-11-01 20:24:25,2011-11-01 20:24:25,t,53
1432,Canopy Level,1,2011-11-02 20:05:28,2011-11-27 16:32:25,f,45
1433,Canopy Level,.67,2011-11-02 20:06:17,2011-11-27 16:32:56,f,45
1434,Canopy Level,.33,2011-11-02 20:06:54,2011-11-27 16:33:14,f,45
1435,Elevation,200-420 m,2011-11-03 01:50:07,2011-11-03 01:50:07,f,45
1436,Elevation,600-1100,2011-11-03 01:50:23,2011-11-03 01:50:23,f,45
1437,Elevation,1350-1525,2011-11-03 01:50:50,2011-11-03 01:50:50,t,45
1438,Control,Control,2011-11-05 00:59:28,2011-11-05 01:03:46,t,18
1440,observational,"",2011-11-14 17:41:25,2011-11-14 17:41:25,t,2
1441,observational,"",2011-11-14 17:57:04,2011-11-14 17:57:04,t,2
1442,Obervational,no experimental treatment,2011-11-17 14:59:55,2011-11-17 14:59:55,t,45
1443,Nitrogen Addition,2.8 mM every other day,2011-11-17 15:32:48,2011-11-17 15:32:48,t,45
1444,observational,"",2011-11-18 12:37:58,2011-11-18 12:37:58,t,15
1445,cool temperature regime (14/10),14C day/10C night temperature,2011-11-18 17:22:01,2011-11-18 17:22:31,t,2
1446,warm temperature regime (26/22),26C day/22C night temperature,2011-11-18 17:22:58,2011-11-18 17:22:58,f,2
1447,"","",2011-11-22 22:40:24,2011-11-22 22:40:24,t,57
1448,"","",2011-11-22 22:40:58,2011-11-22 22:40:58,t,57
1449,observational,"",2011-11-22 22:43:25,2011-11-22 22:43:25,t,57
1450,observational,no experimental treatment,2011-11-23 21:05:46,2011-11-23 21:05:46,t,45
1451,BurtFer2002,Fertilization,2011-11-29 17:57:45,2011-11-29 17:57:45,f,20
1452,BurtCon2002,No Fertilization,2011-11-29 17:58:18,2011-11-29 17:58:18,t,20
1453,N amended plots,Nitrogen fertilization,2011-11-30 20:26:07,2011-11-30 20:26:07,f,20
1454,BurtCon2004,Control,2011-11-30 20:29:24,2011-11-30 20:29:24,t,20
1455,uncut,uncut branches,2011-12-01 08:38:15,2011-12-01 08:38:15,t,15
1456,cut,cut branches,2011-12-01 08:38:24,2011-12-01 08:38:24,f,15
1457,Elevation,167 m - lowland,2011-12-03 02:09:50,2011-12-03 02:10:33,t,45
1458,Elevation,470 m - upland,2011-12-03 02:10:12,2011-12-03 02:10:12,t,45
1459,Light,7-3%,2011-12-07 21:03:01,2011-12-07 21:03:50,f,45
1460,Light,2-8%,2011-12-07 21:03:32,2011-12-07 21:03:32,f,45
1464,CO2 level,elevated CO2 concentration,2011-12-14 21:23:08,2011-12-14 21:23:08,f,45
1465,Ambient CO2,360 ppm,2011-12-15 19:09:23,2011-12-15 19:09:23,t,45
1466,Elevated CO2,720 ppm,2011-12-15 19:09:50,2011-12-15 19:09:50,f,45
1467,Observational,"",2011-12-17 17:38:28,2011-12-17 17:38:28,t,15
1469,observational,no experimental data,2011-12-21 20:45:12,2011-12-21 20:45:12,t,45
1470,observational,no experimental data,2012-01-06 23:52:49,2012-01-06 23:52:49,t,45
1471,Fertilizer,annual application of 30 kg NO3-N per ha since 1994,2012-01-06 23:53:43,2012-01-06 23:53:43,f,45
1472,observational,"",2012-01-10 16:12:11,2012-01-10 16:12:11,t,2
1473,Soil Depth,0-10 cm,2012-01-10 22:20:04,2012-01-10 22:20:04,f,45
1474,Soil Depth,20-30 cm,2012-01-10 22:20:21,2012-01-10 22:20:21,f,45
1475,Soil Depth,40-50 cm,2012-01-10 22:20:38,2012-01-10 22:20:38,f,45
1476,observational,no experimental data,2012-01-11 20:06:31,2012-01-11 20:06:31,t,45
1477,ambClowTlowNPK,"ambient CO2, 5 degrees C, and 4/1.8/3.3 NPK",2012-01-16 17:11:38,2012-01-16 18:55:12,f,45
1478,ambCmedTlowNPK,"ambient CO2, 5 degrees C, and 80/35/66 NPK",2012-01-16 17:12:46,2012-01-16 18:55:28,f,45
1479,ambChighTlowNPK,"ambient CO2, 5 degrees C, and 160/70/132 NPK",2012-01-16 17:13:26,2012-01-16 18:56:14,f,45
1480,ambClowTmedNPK,"ambient CO2, 15 degrees C, and 4/1.8/3.3 NPK",2012-01-16 17:14:29,2012-01-16 18:56:34,t,45
1481,ambCmedTmedNPK,"ambient CO2, 15 degrees C, and 80/35/66 NPK",2012-01-16 17:15:18,2012-01-16 18:56:51,f,45
1482,ambChighTmedNPK,"ambient CO2, 15 degrees C, and 160/70/132 NPK",2012-01-16 17:16:06,2012-01-16 18:57:14,f,45
1483,ambClowThighNPK,"ambient CO2, 25 degrees C, and 4/1.8/3.3 NPK",2012-01-16 17:16:37,2012-01-16 18:57:33,f,45
